gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
female,group D,associate's degree,standard,none,65.0,69.0,70.0,204.0,68.0,5.0,-0.07185511794548592,-0.0115809822332841,0.12812698582009055,3,Average,writing score,math score,48.199999999999996,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,0,1,1,0,2,0
male,group C,some high school,free/reduced,completed,45.0,52.0,49.0,146.0,48.666666666666664,7.0,-1.3915083400848067,-1.176531857770759,-1.2545383287852048,3,Poor,reading score,math score,8.85,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,5,0,0,3,1,0
male,group C,associate's degree,free/reduced,completed,65.0,67.0,65.0,197.0,65.66666666666667,2.0,-0.07185511794548592,-0.1486340264141635,-0.2010790414668845,3,Average,reading score,math score,42.15,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,2,0,0,0,0,1,0
male,group E,high school,standard,none,80.0,76.0,65.0,221.0,73.66666666666667,15.0,0.9178847986590046,0.4681046723997938,-0.2010790414668845,3,Good,math score,writing score,64.8,Assignments were too many and stressful but helpful.,8.0,0.5,1,4,2,1,1,2,0,2
male,group D,some high school,standard,completed,62.0,66.0,68.0,196.0,65.33333333333333,6.0,-0.26980310126638407,-0.2171605485046032,-0.0035554250946994654,3,Average,writing score,math score,41.3,I needed more examples and exercises to practice.,8.0,0.5,1,3,5,1,0,0,2,0
male,group B,some high school,free/reduced,none,48.0,52.0,45.0,145.0,48.333333333333336,7.0,-1.1935603567639086,-1.176531857770759,-1.5179031506147846,3,Poor,reading score,writing score,8.35,The practical sessions improved my understanding.,6.0,0.0,1,1,5,0,1,3,1,2
female,group C,bachelor's degree,standard,none,77.0,88.0,87.0,252.0,84.0,11.0,0.7199368153381066,1.2904229374850702,1.2474274785958057,3,Good,reading score,math score,87.45,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,1,1,1,2,1,0
female,group E,associate's degree,standard,none,66.0,65.0,69.0,200.0,66.66666666666667,4.0,-0.005872456838519888,-0.2856870705950429,0.062285780362695546,3,Average,writing score,reading score,44.85,I was distracted and couldn't focus during online classes.,9.0,0.0,0,4,0,1,1,0,2,1
male,group D,some college,standard,completed,76.0,83.0,79.0,238.0,79.33333333333333,7.0,0.6539541542311406,0.9477903270328718,0.7206978349366456,3,Good,reading score,math score,79.05,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,4,1,0,2,1,0
female,group B,some high school,standard,none,62.0,64.0,66.0,192.0,64.0,4.0,-0.26980310126638407,-0.35421359268548264,-0.1352378360094895,3,Average,writing score,math score,37.4,Poor internet and time management affected my study.,8.0,-0.4,0,1,5,1,1,0,2,0
male,group D,some college,standard,completed,77.0,62.0,62.0,201.0,67.0,15.0,0.7199368153381066,-0.491266636866362,-0.39860265783906956,3,Average,math score,reading score,45.7,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,4,1,0,0,0,1
female,group C,master's degree,standard,completed,69.0,84.0,85.0,238.0,79.33333333333333,16.0,0.19207552648237824,1.0163168491233114,1.1157450676810157,3,Good,writing score,math score,79.05,The practical sessions improved my understanding.,6.0,0.0,0,2,3,1,0,2,2,0
male,group D,associate's degree,standard,none,61.0,55.0,52.0,168.0,56.0,9.0,-0.3357857623733501,-0.97095229149944,-1.0570147124130196,3,Average,math score,writing score,21.05,Poor internet and time management affected my study.,8.0,-0.4,1,3,0,1,1,0,0,2
male,group C,some high school,free/reduced,completed,59.0,69.0,65.0,193.0,64.33333333333333,10.0,-0.46775108458728215,-0.0115809822332841,-0.2010790414668845,3,Average,reading score,math score,38.35,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,5,0,0,0,1,0
male,group E,high school,free/reduced,none,55.0,56.0,51.0,162.0,54.0,5.0,-0.7316817290151464,-0.9024257694090002,-1.1228559178704147,3,Average,reading score,writing score,17.45,I was distracted and couldn't focus during online classes.,9.0,0.0,1,4,2,0,1,0,1,2
female,group B,some college,free/reduced,none,45.0,53.0,55.0,153.0,51.0,10.0,-1.3915083400848067,-1.1080053356803194,-0.8594910960408346,3,Average,writing score,math score,12.3,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,1,4,0,1,0,2,0
female,group B,bachelor's degree,free/reduced,none,78.0,79.0,76.0,233.0,77.66666666666667,3.0,0.7859194764450727,0.6736842386711129,0.5231742185644607,3,Good,reading score,writing score,74.9,The practical sessions improved my understanding.,6.0,0.0,0,1,1,0,1,2,1,2
female,group C,associate's degree,standard,completed,67.0,84.0,86.0,237.0,79.0,19.0,0.060110204268446155,1.0163168491233114,1.1815862731384108,3,Good,writing score,math score,78.3,The practical sessions improved my understanding.,6.0,0.0,0,2,0,1,0,2,2,0
female,group D,some college,free/reduced,none,65.0,81.0,77.0,223.0,74.33333333333333,16.0,-0.07185511794548592,0.8107372828519923,0.5890154240218557,3,Good,reading score,math score,66.25,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,4,0,1,2,1,0
male,group C,associate's degree,standard,none,69.0,77.0,69.0,215.0,71.66666666666667,8.0,0.19207552648237824,0.5366311944902336,0.062285780362695546,3,Good,reading score,math score,59.35,I practiced a lot and felt confident about the questions.,10.0,0.5,1,2,0,1,1,2,1,0
female,group B,associate's degree,standard,none,57.0,69.0,68.0,194.0,64.66666666666667,12.0,-0.5997164068012143,-0.0115809822332841,-0.0035554250946994654,3,Average,reading score,math score,39.4,The practical sessions improved my understanding.,6.0,0.0,0,1,0,1,1,0,1,0
male,group C,some college,standard,none,59.0,41.0,42.0,142.0,47.333333333333336,18.0,-0.46775108458728215,-1.9303236007655957,-1.7154267669869698,3,Poor,math score,reading score,7.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,4,1,1,3,0,1
male,group D,some high school,standard,completed,74.0,71.0,78.0,223.0,74.33333333333333,7.0,0.5219888320172085,0.1254720619475953,0.6548566294792506,3,Good,writing score,reading score,66.25,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,5,1,0,2,2,1
male,group E,bachelor's degree,standard,none,82.0,62.0,62.0,206.0,68.66666666666667,20.0,1.0498501208729367,-0.491266636866362,-0.39860265783906956,3,Average,math score,reading score,50.849999999999994,I was distracted and couldn't focus during online classes.,9.0,0.0,1,4,1,1,1,0,0,1
male,group E,high school,standard,completed,81.0,80.0,76.0,237.0,79.0,5.0,0.9838674597659707,0.7422107607615527,0.5231742185644607,3,Good,math score,writing score,78.3,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,2,1,0,2,0,2
female,group B,some college,free/reduced,none,74.0,81.0,76.0,231.0,77.0,7.0,0.5219888320172085,0.8107372828519923,0.5231742185644607,3,Good,reading score,math score,72.85000000000001,I needed more examples and exercises to practice.,8.0,0.5,0,1,4,0,1,2,1,0
female,group B,some college,free/reduced,none,58.0,61.0,66.0,185.0,61.666666666666664,8.0,-0.5337337456942483,-0.5597931589568017,-0.1352378360094895,3,Average,writing score,math score,32.7,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,1,4,0,1,0,2,0
male,group D,some high school,free/reduced,completed,80.0,79.0,79.0,238.0,79.33333333333333,1.0,0.9178847986590046,0.6736842386711129,0.7206978349366456,3,Good,math score,reading score,79.05,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,5,0,0,2,0,1
male,group C,some college,free/reduced,none,35.0,31.990000000000002,31.98,91.98,30.66,8.0,-2.051334951154467,-2.821168387941312,-2.703044848847895,1,Poor,math score,writing score,1.0,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,4,0,1,3,0,2
female,group C,high school,free/reduced,none,42.0,62.0,60.0,164.0,54.666666666666664,20.0,-1.5894563234057049,-0.491266636866362,-0.5302850687538596,3,Average,reading score,math score,18.7,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,2,0,1,0,1,0
male,group C,associate's degree,free/reduced,completed,60.0,51.0,56.0,167.0,55.666666666666664,9.0,-0.4017684234803161,-1.2450583798611987,-0.7936498905834396,3,Average,math score,reading score,20.200000000000003,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,0,0,0,0,0,1
male,group E,high school,standard,completed,87.0,91.0,81.0,259.0,86.33333333333333,10.0,1.379763426407767,1.4960025037563893,0.8523802458514357,3,Excellent,reading score,writing score,90.55,I practiced a lot and felt confident about the questions.,10.0,0.5,1,4,2,1,0,1,1,2
male,group B,some high school,standard,completed,84.0,83.0,75.0,242.0,80.66666666666667,9.0,1.1818154430868688,0.9477903270328718,0.45733301310706564,3,Good,math score,writing score,81.8,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,1,5,1,0,2,0,2
female,group E,associate's degree,free/reduced,completed,83.0,86.0,88.0,257.0,85.66666666666667,5.0,1.1158327819799028,1.153369893304191,1.3132686840532009,3,Excellent,writing score,math score,89.55,Poor internet and time management affected my study.,8.0,-0.4,0,4,0,0,0,1,2,0
female,group C,high school,free/reduced,none,34.0,42.0,39.0,115.0,38.333333333333336,8.0,-2.117317612261433,-1.861797078675156,-1.9129503833591548,2,Poor,reading score,math score,2.25,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,2,0,1,3,1,0
male,group B,high school,free/reduced,none,66.0,77.0,70.0,213.0,71.0,11.0,-0.005872456838519888,0.5366311944902336,0.12812698582009055,3,Good,reading score,math score,57.199999999999996,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,1,2,0,1,2,1,0
male,group B,some high school,standard,completed,61.0,56.0,56.0,173.0,57.666666666666664,5.0,-0.3357857623733501,-0.9024257694090002,-0.7936498905834396,3,Average,math score,reading score,24.15,Poor internet and time management affected my study.,8.0,-0.4,1,1,5,1,0,0,0,1
female,group D,high school,standard,completed,56.0,68.0,74.0,198.0,66.0,18.0,-0.6656990679081803,-0.08010750432372381,0.3914918076496706,3,Average,writing score,math score,43.25,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,2,1,0,0,2,0
male,group B,associate's degree,standard,none,87.0,85.0,73.0,245.0,81.66666666666667,14.0,1.379763426407767,1.084843371213751,0.3256506021922756,3,Good,math score,writing score,83.05,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,0,1,1,2,0,2
female,group C,some high school,free/reduced,none,55.0,65.0,62.0,182.0,60.666666666666664,10.0,-0.7316817290151464,-0.2856870705950429,-0.39860265783906956,3,Average,reading score,math score,30.5,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,5,0,1,0,1,0
male,group D,some high school,standard,none,86.0,80.0,75.0,241.0,80.33333333333333,11.0,1.313780765300801,0.7422107607615527,0.45733301310706564,3,Good,math score,writing score,81.05,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,3,5,1,1,2,0,2
female,group B,associate's degree,standard,completed,52.0,66.0,73.0,191.0,63.666666666666664,21.0,-0.9296297123360444,-0.2171605485046032,0.3256506021922756,3,Average,writing score,math score,36.5,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,1,0,1,0,0,2,0
female,group E,master's degree,free/reduced,none,45.0,56.0,54.0,155.0,51.666666666666664,11.0,-1.3915083400848067,-0.9024257694090002,-0.9253323014982296,3,Average,reading score,math score,13.65,I needed more examples and exercises to practice.,8.0,0.5,0,4,3,0,1,0,1,0
female,group C,some college,standard,none,72.0,72.0,71.0,215.0,71.66666666666667,1.0,0.3900235098032764,0.19399858403803502,0.19396819127748557,3,Good,math score,writing score,59.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,4,1,1,2,0,2
male,group D,high school,standard,none,57.0,50.0,54.0,161.0,53.666666666666664,7.0,-0.5997164068012143,-1.3135849019516386,-0.9253323014982296,3,Average,math score,reading score,16.8,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,2,1,1,0,0,1
male,group A,some high school,free/reduced,none,68.0,72.0,64.0,204.0,68.0,8.0,0.1260928653754122,0.19399858403803502,-0.2669202469242795,3,Average,reading score,writing score,48.199999999999996,I needed more examples and exercises to practice.,8.0,0.5,1,0,5,0,1,0,1,2
female,group C,some college,standard,completed,88.0,95.0,94.0,277.0,92.33333333333333,7.0,1.445746087514733,1.7701085921181483,1.7083159167975708,3,Excellent,reading score,math score,96.7,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,4,1,0,1,1,0
male,group D,some college,standard,none,76.0,64.0,66.0,206.0,68.66666666666667,12.0,0.6539541542311406,-0.35421359268548264,-0.1352378360094895,3,Average,math score,reading score,50.849999999999994,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,4,1,1,0,0,1
male,group C,associate's degree,standard,none,46.0,43.0,42.0,131.0,43.666666666666664,4.0,-1.3255256789778407,-1.7932705565847165,-1.7154267669869698,3,Poor,math score,writing score,4.65,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,0,1,1,3,0,2
female,group B,bachelor's degree,standard,none,67.0,86.0,83.0,236.0,78.66666666666667,19.0,0.060110204268446155,1.153369893304191,0.9840626567662257,3,Good,reading score,math score,77.5,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,1,1,1,1,2,1,0
male,group E,some high school,standard,none,92.0,87.0,78.0,257.0,85.66666666666667,14.0,1.7096767319425972,1.2218964153946306,0.6548566294792506,3,Excellent,math score,writing score,89.55,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,4,5,1,1,1,0,2
male,group C,bachelor's degree,standard,completed,83.0,82.0,84.0,249.0,83.0,2.0,1.1158327819799028,0.8792638049424321,1.0499038622236208,3,Good,writing score,reading score,85.7,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,1,1,0,2,2,1
male,group D,associate's degree,standard,none,80.0,75.0,77.0,232.0,77.33333333333333,5.0,0.9178847986590046,0.3995781503093541,0.5890154240218557,3,Good,math score,reading score,73.95,Assignments were too many and stressful but helpful.,8.0,0.5,1,3,0,1,1,2,0,1
male,group D,bachelor's degree,free/reduced,none,63.0,66.0,67.0,196.0,65.33333333333333,4.0,-0.203820440159418,-0.2171605485046032,-0.06939663055209448,3,Average,writing score,math score,41.3,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,3,1,0,1,0,2,0
female,group D,some high school,standard,completed,64.0,60.0,74.0,198.0,66.0,14.0,-0.13783777905245198,-0.6283196810472415,0.3914918076496706,3,Average,writing score,reading score,43.25,I practiced a lot and felt confident about the questions.,10.0,0.5,0,3,5,1,0,0,2,1
male,group B,some college,standard,none,54.0,52.0,51.0,157.0,52.333333333333336,3.0,-0.7976643901221123,-1.176531857770759,-1.1228559178704147,3,Average,math score,writing score,14.899999999999999,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,4,1,1,0,0,2
male,group C,associate's degree,standard,none,84.0,80.0,80.0,244.0,81.33333333333333,4.0,1.1818154430868688,0.7422107607615527,0.7865390403940407,3,Good,math score,reading score,82.6,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,0,1,1,2,0,1
male,group D,high school,free/reduced,completed,73.0,68.0,66.0,207.0,69.0,7.0,0.45600617091024237,-0.08010750432372381,-0.1352378360094895,3,Average,math score,writing score,52.05,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,2,0,0,0,0,2
female,group E,bachelor's degree,standard,none,80.0,83.0,83.0,246.0,82.0,3.0,0.9178847986590046,0.9477903270328718,0.9840626567662257,3,Good,reading score,math score,83.39999999999999,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,1,1,1,2,1,0
female,group D,high school,standard,none,56.0,52.0,55.0,163.0,54.333333333333336,4.0,-0.6656990679081803,-1.176531857770759,-0.8594910960408346,3,Average,math score,reading score,18.0,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,2,1,1,0,0,1
male,group E,some college,standard,none,59.0,51.0,43.0,153.0,51.0,16.0,-0.46775108458728215,-1.2450583798611987,-1.6495855615295747,3,Average,math score,writing score,12.3,Poor internet and time management affected my study.,8.0,-0.4,1,4,4,1,1,0,0,2
male,group D,some high school,standard,none,75.0,74.0,69.0,218.0,72.66666666666667,6.0,0.5879714931241745,0.33105162821891443,0.062285780362695546,3,Good,math score,writing score,61.75000000000001,The practical sessions improved my understanding.,6.0,0.0,1,3,5,1,1,2,0,2
male,group C,associate's degree,standard,none,85.0,76.0,71.0,232.0,77.33333333333333,14.0,1.2477981041938349,0.4681046723997938,0.19396819127748557,3,Good,math score,writing score,73.95,Poor internet and time management affected my study.,8.0,-0.4,1,2,0,1,1,2,0,2
male,group E,associate's degree,standard,none,89.0,76.0,74.0,239.0,79.66666666666667,15.0,1.511728748621699,0.4681046723997938,0.3914918076496706,3,Good,math score,writing score,79.85,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,4,0,1,1,2,0,2
female,group B,high school,standard,completed,58.0,70.0,68.0,196.0,65.33333333333333,12.0,-0.5337337456942483,0.05694553985715561,-0.0035554250946994654,3,Average,reading score,math score,41.3,Poor internet and time management affected my study.,8.0,-0.4,0,1,2,1,0,0,1,0
female,group B,high school,standard,none,65.0,64.0,62.0,191.0,63.666666666666664,3.0,-0.07185511794548592,-0.35421359268548264,-0.39860265783906956,3,Average,math score,writing score,36.5,I was distracted and couldn't focus during online classes.,9.0,0.0,0,1,2,1,1,0,0,2
male,group C,high school,standard,none,68.0,60.0,53.0,181.0,60.333333333333336,15.0,0.1260928653754122,-0.6283196810472415,-0.9911735069556247,3,Average,math score,writing score,29.75,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,2,1,1,0,0,2
male,group A,some high school,standard,completed,47.0,49.0,49.0,145.0,48.333333333333336,2.0,-1.2595430178708746,-1.3821114240420782,-1.2545383287852048,3,Poor,reading score,math score,8.35,Poor internet and time management affected my study.,8.0,-0.4,1,0,5,1,0,3,1,0
female,group D,some college,free/reduced,none,71.0,83.0,83.0,237.0,79.0,12.0,0.32404084869631034,0.9477903270328718,0.9840626567662257,3,Good,reading score,math score,78.3,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,4,0,1,2,1,0
female,group B,some high school,standard,completed,60.0,70.0,70.0,200.0,66.66666666666667,10.0,-0.4017684234803161,0.05694553985715561,0.12812698582009055,3,Average,reading score,math score,44.85,The practical sessions improved my understanding.,6.0,0.0,0,1,5,1,0,0,1,0
male,group D,master's degree,standard,none,80.0,80.0,72.0,232.0,77.33333333333333,8.0,0.9178847986590046,0.7422107607615527,0.25980939673488057,3,Good,math score,writing score,73.95,Poor internet and time management affected my study.,8.0,-0.4,1,3,3,1,1,2,0,2
male,group D,high school,standard,none,54.0,52.0,52.0,158.0,52.666666666666664,2.0,-0.7976643901221123,-1.176531857770759,-1.0570147124130196,3,Average,math score,reading score,15.5,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,2,1,1,0,0,1
female,group E,some college,standard,none,62.0,73.0,70.0,205.0,68.33333333333333,11.0,-0.26980310126638407,0.26252510612847474,0.12812698582009055,3,Average,reading score,math score,49.6,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,4,1,1,0,1,0
female,group C,associate's degree,free/reduced,none,64.0,73.0,68.0,205.0,68.33333333333333,9.0,-0.13783777905245198,0.26252510612847474,-0.0035554250946994654,3,Average,reading score,math score,49.6,I practiced a lot and felt confident about the questions.,10.0,0.5,0,2,0,0,1,0,1,0
male,group C,associate's degree,standard,completed,78.0,77.0,77.0,232.0,77.33333333333333,1.0,0.7859194764450727,0.5366311944902336,0.5890154240218557,3,Good,math score,reading score,73.95,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,2,0,1,0,2,0,1
female,group B,some college,standard,none,70.0,75.0,78.0,223.0,74.33333333333333,8.0,0.2580581875893443,0.3995781503093541,0.6548566294792506,3,Good,writing score,math score,66.25,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,4,1,1,2,2,0
female,group C,master's degree,free/reduced,completed,65.0,81.0,81.0,227.0,75.66666666666667,16.0,-0.07185511794548592,0.8107372828519923,0.8523802458514357,3,Good,reading score,math score,69.95,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,3,0,0,2,1,0
female,group C,some high school,free/reduced,completed,64.0,79.0,77.0,220.0,73.33333333333333,15.0,-0.13783777905245198,0.6736842386711129,0.5890154240218557,3,Good,reading score,math score,64.0,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,2,5,0,0,2,1,0
male,group C,some college,standard,completed,79.0,79.0,78.0,236.0,78.66666666666667,1.0,0.8519021375520386,0.6736842386711129,0.6548566294792506,3,Good,math score,writing score,77.5,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,2,4,1,0,2,0,2
female,group C,some high school,free/reduced,none,44.0,50.0,51.0,145.0,48.333333333333336,7.0,-1.4574910011917728,-1.3135849019516386,-1.1228559178704147,3,Poor,writing score,math score,8.35,The practical sessions improved my understanding.,6.0,0.0,0,2,5,0,1,3,2,0
female,group E,high school,standard,none,98.00999999999999,93.0,90.0,282.0,94.0,9.0,2.1715553596913595,1.6330555479372688,1.444951094967991,3,Excellent,math score,writing score,97.65,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,2,1,1,1,0,2
male,group D,high school,standard,none,76.0,73.0,68.0,217.0,72.33333333333333,8.0,0.6539541542311406,0.26252510612847474,-0.0035554250946994654,3,Good,math score,writing score,60.95,I practiced a lot and felt confident about the questions.,10.0,0.5,1,3,2,1,1,2,0,2
male,group D,some high school,free/reduced,none,59.0,42.0,41.0,142.0,47.333333333333336,18.0,-0.46775108458728215,-1.861797078675156,-1.7812679724443647,3,Poor,math score,writing score,7.35,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,5,0,1,3,0,2
female,group C,bachelor's degree,standard,none,63.0,75.0,81.0,219.0,73.0,18.0,-0.203820440159418,0.3995781503093541,0.8523802458514357,3,Good,writing score,math score,62.849999999999994,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,1,1,1,2,2,0
female,group D,high school,standard,none,69.0,72.0,77.0,218.0,72.66666666666667,8.0,0.19207552648237824,0.19399858403803502,0.5890154240218557,3,Good,writing score,math score,61.75000000000001,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,2,1,1,2,2,0
female,group D,associate's degree,standard,completed,88.0,92.0,95.0,275.0,91.66666666666667,7.0,1.445746087514733,1.5645290258468292,1.774157122254966,3,Excellent,writing score,math score,96.15,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,3,0,1,0,1,2,0
female,group E,some college,free/reduced,none,71.0,76.0,70.0,217.0,72.33333333333333,6.0,0.32404084869631034,0.4681046723997938,0.12812698582009055,3,Good,reading score,writing score,60.95,Assignments were too many and stressful but helpful.,8.0,0.5,0,4,4,0,1,2,1,2
male,group C,bachelor's degree,standard,none,69.0,63.0,61.0,193.0,64.33333333333333,8.0,0.19207552648237824,-0.4227401147759223,-0.46444386329646453,3,Average,math score,writing score,38.35,I was distracted and couldn't focus during online classes.,9.0,0.0,1,2,1,1,1,0,0,2
male,group C,some college,standard,none,58.0,49.0,42.0,149.0,49.666666666666664,16.0,-0.5337337456942483,-1.3821114240420782,-1.7154267669869698,3,Poor,math score,writing score,10.2,Poor internet and time management affected my study.,8.0,-0.4,1,2,4,1,1,3,0,2
female,group D,associate's degree,free/reduced,none,47.0,53.0,58.0,158.0,52.666666666666664,11.0,-1.2595430178708746,-1.1080053356803194,-0.6619674796686495,3,Average,writing score,math score,15.5,Poor internet and time management affected my study.,8.0,-0.4,0,3,0,0,1,0,2,0
female,group D,some college,standard,none,65.0,70.0,71.0,206.0,68.66666666666667,6.0,-0.07185511794548592,0.05694553985715561,0.19396819127748557,3,Average,writing score,math score,50.849999999999994,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,4,1,1,0,2,0
male,group B,some college,standard,completed,88.0,85.0,76.0,249.0,83.0,12.0,1.445746087514733,1.084843371213751,0.5231742185644607,3,Good,math score,writing score,85.7,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,1,4,1,0,2,0,2
male,group C,bachelor's degree,standard,none,83.0,78.0,73.0,234.0,78.0,10.0,1.1158327819799028,0.6051577165806732,0.3256506021922756,3,Good,math score,writing score,75.64999999999999,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,1,1,1,2,0,2
female,group C,some high school,standard,completed,85.0,92.0,93.0,270.0,90.0,8.0,1.2477981041938349,1.5645290258468292,1.6424747113401759,3,Excellent,writing score,math score,94.95,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,5,1,0,1,2,0
female,group E,high school,standard,completed,59.0,63.0,75.0,197.0,65.66666666666667,16.0,-0.46775108458728215,-0.4227401147759223,0.45733301310706564,3,Average,writing score,math score,42.15,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,4,2,1,0,0,2,0
female,group C,some high school,free/reduced,none,65.0,86.0,80.0,231.0,77.0,21.0,-0.07185511794548592,1.153369893304191,0.7865390403940407,3,Good,reading score,math score,72.85000000000001,The practical sessions improved my understanding.,6.0,0.0,0,2,5,0,1,2,1,0
male,group B,bachelor's degree,free/reduced,none,73.0,56.0,57.0,186.0,62.0,17.0,0.45600617091024237,-0.9024257694090002,-0.7278086851260446,3,Average,math score,reading score,33.35,I felt the exam was fair and covered the syllabus.,10.0,0.7,1,1,1,0,1,0,0,1
male,group D,high school,standard,none,53.0,52.0,42.0,147.0,49.0,11.0,-0.8636470512290784,-1.176531857770759,-1.7154267669869698,3,Poor,math score,writing score,9.35,The practical sessions improved my understanding.,6.0,0.0,1,3,2,1,1,3,0,2
male,group D,high school,standard,none,45.0,48.0,46.0,139.0,46.333333333333336,3.0,-1.3915083400848067,-1.4506379461325178,-1.4520619451573897,3,Poor,reading score,math score,6.5,The practical sessions improved my understanding.,6.0,0.0,1,3,2,1,1,3,1,0
female,group D,bachelor's degree,free/reduced,none,73.0,79.0,84.0,236.0,78.66666666666667,11.0,0.45600617091024237,0.6736842386711129,1.0499038622236208,3,Good,writing score,math score,77.5,The practical sessions improved my understanding.,6.0,0.0,0,3,1,0,1,2,2,0
female,group D,some college,free/reduced,completed,70.0,78.0,78.0,226.0,75.33333333333333,8.0,0.2580581875893443,0.6051577165806732,0.6548566294792506,3,Good,reading score,math score,69.1,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,4,0,0,2,1,0
female,group B,some high school,standard,none,37.0,46.0,46.0,129.0,43.0,9.0,-1.919369628940535,-1.5876909903133973,-1.4520619451573897,3,Poor,reading score,math score,4.05,The practical sessions improved my understanding.,6.0,0.0,0,1,5,1,1,3,1,0
male,group B,associate's degree,standard,completed,81.0,82.0,82.0,245.0,81.66666666666667,1.0,0.9838674597659707,0.8792638049424321,0.9182214513088307,3,Good,reading score,math score,83.05,Poor internet and time management affected my study.,8.0,-0.4,1,1,0,1,0,2,1,0
male,group E,associate's degree,standard,completed,97.0,82.0,88.0,267.0,89.0,15.0,2.0395900374774274,0.8792638049424321,1.3132686840532009,3,Excellent,math score,reading score,94.0,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,4,0,1,0,1,0,1
female,group B,some high school,standard,none,67.0,89.0,82.0,238.0,79.33333333333333,22.0,0.060110204268446155,1.35894945957551,0.9182214513088307,3,Good,reading score,math score,79.05,Assignments were too many and stressful but helpful.,8.0,0.5,0,1,5,1,1,2,1,0
